artist,artist_id,track,track_duration,composer,composition_id,score_path,midi_path,youtube_links,old_midi_path
Sviatoslav Richter,4,"Piano Sonata No. 3 in C Major, Op. 2 No. 3: IV. Allegro assai (Live)",302.986,Ludwig van Beethoven,9,"Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/Sonate_No._3_4th_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/06210.mid",https://www.youtube.com/watch?v=V6FJBT_VkoQ,"Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/0.mid"
Sviatoslav Richter,4,"Sonata No. 3 in C Major, Op. 2, No. 3: IV. Allegro Assai",287.293,Ludwig van Beethoven,9,"Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/Sonate_No._3_4th_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/06214.mid",https://www.youtube.com/watch?v=as_OzguiG1M,"Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/4.mid"
Daniel Barenboim,2,"Beethoven: Piano Sonata No. 3 in C Major, Op. 2 No. 3: IV. Allegro assai",319.626,Ludwig van Beethoven,9,"Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/Sonate_No._3_4th_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/06225.mid",https://www.youtube.com/watch?v=pVZ-wE1Tcn8,"Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/16.mid"
Daniel Barenboim,2,"Piano Sonata No. 3 in C Major, Op. 2 No. 3: IV. Allegro assai",347.106,Ludwig van Beethoven,9,"Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/Sonate_No._3_4th_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/06226.mid",https://www.youtube.com/watch?v=HTDG6lWYuRs,"Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/17.mid"
Claudio Arrau,1,"Piano Sonata No.3 in C, Op.2 No.3: 4. Allegro assai",343.0,Ludwig van Beethoven,9,"Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/Sonate_No._3_4th_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/06236.mid",https://www.youtube.com/watch?v=e70wLopB02w,"Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/32.mid"
Claudio Arrau,1,"Piano Sonata No.3 in C, Op.2 No.3: 4. Allegro assai",367.0,Ludwig van Beethoven,9,"Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/Sonate_No._3_4th_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/06237.mid",https://www.youtube.com/watch?v=btDINsL7pFg,"Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/33.mid"
Alfred Brendel,0,"Piano Sonata No.3 in C, Op.2 No.3: 4. Allegro assai",316.386,Ludwig van Beethoven,9,"Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/Sonate_No._3_4th_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/06245.mid",https://www.youtube.com/watch?v=XbgrifhmzDw,"Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/42.mid"
Alfred Brendel,0,"Piano Sonata No.3 in C, Op.2 No.3: 4. Allegro assai",342.0,Ludwig van Beethoven,9,"Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/Sonate_No._3_4th_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/06246.mid",https://www.youtube.com/watch?v=qhTz8FKNEQ8,"Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/43.mid"
Friedrich Gulda,3,"Piano Sonata No. 3 in C Major, Op. 2 No. 3: IV. Allegro assai",316.306,Ludwig van Beethoven,9,"Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/Sonate_No._3_4th_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/06250.mid",https://www.youtube.com/watch?v=Uz52jM53r5M,"Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/48.mid"
Friedrich Gulda,3,"Piano Sonata No. 3 in C Major, Op. 2 No. 3: IV. Allegro assai",304.013,Ludwig van Beethoven,9,"Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/Sonate_No._3_4th_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/06251.mid",https://www.youtube.com/watch?v=gDNOHnFNrGM,"Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/49.mid"
Wilhelm Kempff,5,"Piano Sonata No. 3 in C Major, Op. 2 No. 3: IV. Allegro assai",323.72,Ludwig van Beethoven,9,"Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/Sonate_No._3_4th_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/06252.mid",https://www.youtube.com/watch?v=_HEMFay1agA,"Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/50.mid"
Wilhelm Kempff,5,"Piano Sonata No. 3 in C Major, Op. 2 No. 3: IV. Allegro assai",318.0,Ludwig van Beethoven,9,"Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/Sonate_No._3_4th_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/06253.mid",https://www.youtube.com/watch?v=aLM2HEqRNZg,"Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/IV._Allegro_assai/51.mid"
Friedrich Gulda,3,"Piano Sonata No. 9 in E Major, Op. 14 No. 1: I. Allegro",378.506,Ludwig van Beethoven,10,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/06374.mid",https://www.youtube.com/watch?v=gVMa6McufkM,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/37.mid"
Friedrich Gulda,3,"Piano Sonata No. 9 in E Major, Op. 14 No. 1: I. Allegro",358.5730000000001,Ludwig van Beethoven,10,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/06375.mid",https://www.youtube.com/watch?v=k7Bp5N5dYvY,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/38.mid"
Sviatoslav Richter,4,"Piano Sonata No. 9 in E Major, Op. 14, No. 1: I. Allegro (Recorded 1963)",437.293,Ludwig van Beethoven,10,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/06381.mid",https://www.youtube.com/watch?v=ORIaMDSF-js,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/2.mid"
Sviatoslav Richter,4,"Piano Sonata No.9 in E, Op.14 No.1: 1. Allegro",438.0,Ludwig van Beethoven,10,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/06383.mid",https://www.youtube.com/watch?v=-12Y7AGVpfc,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/10.mid"
Daniel Barenboim,2,"Piano Sonata No. 9 in E Major, Op. 14 No. 1: 1. Allegro",420.413,Ludwig van Beethoven,10,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/06386.mid",https://www.youtube.com/watch?v=5R8_sRJ_Suc,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/24.mid"
Daniel Barenboim,2,"Piano Sonata No. 9 In E Major, Op. 14, No. 1: 1. Allegro",409.733,Ludwig van Beethoven,10,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/06387.mid",https://www.youtube.com/watch?v=v3Svo6A9YOQ,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/26.mid"
Claudio Arrau,1,"Piano Sonata No.9 in E, Op.14 No.1: 1. Allegro",400.0,Ludwig van Beethoven,10,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/06388.mid",https://www.youtube.com/watch?v=wUWmedcpBe4,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/27.mid"
Claudio Arrau,1,"Piano Sonata No.9 in E, Op.14 No.1: 1. Allegro",401.0,Ludwig van Beethoven,10,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/06389.mid",https://www.youtube.com/watch?v=4_FQ6bKsM8U,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/28.mid"
Alfred Brendel,0,"Piano Sonata No.9 in E, Op.14 No.1: 1. Allegro",445.16,Ludwig van Beethoven,10,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/06392.mid",https://www.youtube.com/watch?v=F9L6ljwCDiI,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/32.mid"
Alfred Brendel,0,"Piano Sonata No. 9 in E Major, Op. 14 No. 1: 1. Allegro",430.0,Ludwig van Beethoven,10,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/06394.mid",https://www.youtube.com/watch?v=L351AVPPpPk,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/34.mid"
Wilhelm Kempff,5,"Piano Sonata No. 9 in E Major, Op. 14, No. 1: 1. Allegro",312.026,Ludwig van Beethoven,10,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/06395.mid",https://www.youtube.com/watch?v=pTM6aHOxz34,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/40.mid"
Wilhelm Kempff,5,"Piano Sonata No. 9 in E Major, Op. 14, No. 1: 1. Allegro",312.0,Ludwig van Beethoven,10,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/06396.mid",https://www.youtube.com/watch?v=mLLfsH0miII,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/42.mid"
Sviatoslav Richter,4,"Piano Sonata No. 9 in E Major, Op. 14, No. 1: III. Rondo. Allegro comodo",188.866,Ludwig van Beethoven,11,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06400.mid",https://www.youtube.com/watch?v=5MaZMtnfbCw,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/3.mid"
Sviatoslav Richter,4,"Piano Sonata No.9 in E, Op.14 No.1: 3. Rondo (Allegro comodo)",172.106,Ludwig van Beethoven,11,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06402.mid",https://www.youtube.com/watch?v=zYQ7plDxLDA,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/5.mid"
Daniel Barenboim,2,"Beethoven: Piano Sonata No. 9 in E Major, Op. 14 No. 1: III. Rondo. Allegro comodo",224.64,Ludwig van Beethoven,11,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06408.mid",https://www.youtube.com/watch?v=cFSFOnBzXKk,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/13.mid"
Daniel Barenboim,2,"Piano Sonata No. 9 In E Major, Op. 14, No. 1: 3. Rondo (Allegro comodo)",206.106,Ludwig van Beethoven,11,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06411.mid",https://www.youtube.com/watch?v=e2-pbomz7NI,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/16.mid"
Claudio Arrau,1,"Piano Sonata No.9 in E, Op.14 No.1: 3. Rondo (Allegro comodo)",205.0,Ludwig van Beethoven,11,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06412.mid",https://www.youtube.com/watch?v=0UYXO3IyQcA,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/17.mid"
Claudio Arrau,1,"Piano Sonata No.9 in E, Op.14 No.1: 3. Rondo (Allegro comodo)",207.0,Ludwig van Beethoven,11,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06413.mid",https://www.youtube.com/watch?v=GIGNMM1h31U,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/18.mid"
Alfred Brendel,0,"Piano Sonata No.9 in E, Op.14 No.1: 3. Rondo (Allegro comodo)",213.133,Ludwig van Beethoven,11,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06419.mid",https://www.youtube.com/watch?v=yJYFhssqi5c,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/24.mid"
Alfred Brendel,0,"Piano Sonata No.9 in E, Op.14 No.1: 3. Rondo (Allegro comodo)",212.693,Ludwig van Beethoven,11,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06420.mid",https://www.youtube.com/watch?v=yVtST0ZES2s,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/25.mid"
Friedrich Gulda,3,"Piano Sonata No. 9 in E Major, Op. 14 No. 1: III. Rondo. Allegro comodo",191.96,Ludwig van Beethoven,11,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06425.mid",https://www.youtube.com/watch?v=vLSrj2xEM1g,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/30.mid"
Friedrich Gulda,3,"Piano Sonata No. 9 in E Major, Op. 14 No. 1: III. Rondo: Allegro comodo",175.68,Ludwig van Beethoven,11,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06426.mid",https://www.youtube.com/watch?v=jBD68C964jA,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/31.mid"
Wilhelm Kempff,5,"Piano Sonata No. 9 in E Major, Op. 14, No. 1: 3. Rondo (Allegro comodo)",233.853,Ludwig van Beethoven,11,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06427.mid",https://www.youtube.com/watch?v=0l2qrIDEv4I,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/33.mid"
Wilhelm Kempff,5,"Piano Sonata No. 9 in E Major, Op. 14 No. 1: III. Rondo (Allegro comodo)",217.0,Ludwig van Beethoven,11,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06429.mid",https://www.youtube.com/watch?v=0Ss99IIuTFY,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/35.mid"
Sviatoslav Richter,4,"Piano Sonata No. 19 in G Minor, Op. 49, No. 1: I. Andante",327.173,Ludwig van Beethoven,12,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06430.mid",https://www.youtube.com/watch?v=fPRt_nqXVBM,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/0.mid"
Sviatoslav Richter,4,"Piano Sonata No.19 in G minor, Op.49 No.1: 1. Andante",326.89,Ludwig van Beethoven,12,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06434.mid",https://www.youtube.com/watch?v=QgDNqAVMFCo,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/4.mid"
Daniel Barenboim,2,"Beethoven: Piano Sonata No. 19 in G Minor, Op. 49 No. 1: I. Andante",317.76,Ludwig van Beethoven,12,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06439.mid",https://www.youtube.com/watch?v=r_nHs_4SjzI,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/11.mid"
Daniel Barenboim,2,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: I. Andante",295.386,Ludwig van Beethoven,12,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06440.mid",https://www.youtube.com/watch?v=QN14QaKB-cE,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/12.mid"
Daniel Barenboim,2,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: 1. Andante",274.546,Ludwig van Beethoven,12,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06441.mid",https://www.youtube.com/watch?v=nDUPCwBLEOs,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/13.mid"
Daniel Barenboim,2,"Piano Sonata No. 19 In G Minor, Op. 49, No. 1: 1. Andante",285.44,Ludwig van Beethoven,12,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06442.mid",https://www.youtube.com/watch?v=tADsFq5cb24,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/14.mid"
Claudio Arrau,1,"Piano Sonata No.19 in G minor, Op.49 No.1: 1. Andante",276.0,Ludwig van Beethoven,12,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06443.mid",https://www.youtube.com/watch?v=XmEx9oFYsiY,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/15.mid"
Claudio Arrau,1,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: 1. Andante",280.0,Ludwig van Beethoven,12,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06444.mid",https://www.youtube.com/watch?v=MP2AtFDI1Io,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/16.mid"
Alfred Brendel,0,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: 1. Andante",271.493,Ludwig van Beethoven,12,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06448.mid",https://www.youtube.com/watch?v=6Pm9Rt5YoJ0,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/20.mid"
Alfred Brendel,0,"Piano Sonata No.19 in G minor, Op.49 No.1: 1. Andante",265.333,Ludwig van Beethoven,12,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06449.mid",https://www.youtube.com/watch?v=JnT6qeud7jM,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/22.mid"
Friedrich Gulda,3,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: I. Andante",309.293,Ludwig van Beethoven,12,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06453.mid",https://www.youtube.com/watch?v=cgSEoZtfZGU,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/26.mid"
